,smiles,name,id,inchi_key,atc
51874,CC(CCCC(C)(C)O)C1CCC2C1(C)CCC\C2=C/C=C1/CC(O)CC(O)C1=C,calcitriol,BRD-A66229260,GMRQFYUYWCNGIN-KWJBEKLWSA-N,D05AX03
51875,CC(CCCC(C)(C)O)C1CCC2C1(C)CCC\C2=C/C=C1/CC(O)CC(O)C1=C,calcitriol,BRD-A66229260,GMRQFYUYWCNGIN-KWJBEKLWSA-N,A11CC04
51876,OC1CCC2C[C@H]3N(CC4CC4)CCC45[C@@H](OC1C24)C(=O)CC[C@@]35O,naltrexone,BRD-A66559694,DQCKKXVULJGBQN-PODIIYFMSA-N,N07BB04
51877,CLCCNP1(=O)OCCCN1CCCL,ifosfamide,BRD-A67097164,HOMGKSMUEGBAAB-UHFFFAOYSA-N,L01AA06
51878,CCCCC[C@H](O)CC[C@H]1[C@H](O)CC2CC3C(C)CCCC3CC12,treprostinil,BRD-A67438293,OLMBOBKKGZYZNU-OYQUQHOHSA-N,B01AC21
51879,CC(=O)[C@H]1CCC2C3CCC4=CC(=O)CC[C@]4(C)C3CC[C@]12C,progesterone,BRD-A67479912,RJKFOVLPORLFTN-OYEBDCLDSA-N,G03DA04
51880,CC(COC1CCCCC1)N(CCCL)CC1CCCCC1,phenoxybenzamine,BRD-A67799922,QZVCTJOXCFMACW-UHFFFAOYSA-N,C04AX02
51881,CCN(CC)CCOC(=O)C(CC1CCCO1)CC1CCCC2CCCCC12,naftidrofuryl,BRD-A67862938,KBAFPSLPKGSANY-UHFFFAOYSA-N,C04AX21
51882,CO\N=C(\C(=O)NC1C2SCC(COC(C)=O)=C(N2C1=O)C(O)=O)C1CSC(N)N1,cefotaxime,BRD-A67981824,GPRBEKHLDVQUJE-AWQFTUOYSA-N,J01DD01
51883,COC1CCCC2C(=O)C3C(O)C4C[C@](O)(C[C@H](OC5CC(N)C(O)C(C)O5)C4C(O)C3C(=O)C12)C(C)=O,daunorubicin,BRD-A68009927,STQGQHZAVUOBTE-JYZNYWJRSA-N,L01DB02
51884,COC1CC(CC(OC)C1OC)C(=O)NC1CCCNC1,troxipide,BRD-A68589262,YSIITVVESCNIPR-UHFFFAOYSA-N,A02BX11
51885,CN(C)CCC(C1CCC(BR)CC1)C1CCCCN1,brompheniramine,BRD-A68723818,ZDIGNSYAACHWNL-UHFFFAOYSA-N,R06AB01
51886,CN1CCCC(CC1)N1NC(CC2CCC(CL)CC2)C2CCCCC2C1=O,azelastine,BRD-A68888262,MBUVEWMHONZEQD-UHFFFAOYSA-N,R06AX19
51887,CN1CCCC(CC1)N1NC(CC2CCC(CL)CC2)C2CCCCC2C1=O,azelastine,BRD-A68888262,MBUVEWMHONZEQD-UHFFFAOYSA-N,S01GX07
51888,CN1CCCC(CC1)N1NC(CC2CCC(CL)CC2)C2CCCCC2C1=O,azelastine,BRD-A68888262,MBUVEWMHONZEQD-UHFFFAOYSA-N,R01AC03
51889,COC1CCC(CC1)C1SC2CCCCC2N(CCN(C)C)C(=O)C1OC(C)=O,diltiazem,BRD-A69636825,HSUGRBWQSSZJOP-UHFFFAOYSA-N,C08DB01
51890,COC1CCC(CC1)C1SC2CCCCC2N(CCN(C)C)C(=O)C1OC(C)=O,diltiazem,BRD-A69636825,HSUGRBWQSSZJOP-UHFFFAOYSA-N,C05AE03
51891,CC1CCC2CC(F)CC3C2N1CC(C(O)=O)C3=O,flumequine,BRD-A69777949,DPSPPJIUMHPXMA-UHFFFAOYSA-N,J01MB07
51892,COC(=O)C1C(C(=C(C)N=C1C)C(=O)OC(C)C)C2CCCC3NONC23,isradipine,BRD-A69927616,QVGAECMHUSHDCG-UHFFFAOYSA-N,C08CA03
51893,C[C@@H]1CC2C3CCC4=CC(=O)C=CC4(C)[C@]3(F)[C@@H](O)CC2(C)[C@]1(O)C(=O)CO,dexamethasone,BRD-A69951442,UREBDLICKHMUKA-HIERVMNKSA-N,D07AB19
51894,C[C@@H]1CC2C3CCC4=CC(=O)C=CC4(C)[C@]3(F)[C@@H](O)CC2(C)[C@]1(O)C(=O)CO,dexamethasone,BRD-A69951442,UREBDLICKHMUKA-HIERVMNKSA-N,C05AA09
51895,C[C@@H]1CC2C3CCC4=CC(=O)C=CC4(C)[C@]3(F)[C@@H](O)CC2(C)[C@]1(O)C(=O)CO,dexamethasone,BRD-A69951442,UREBDLICKHMUKA-HIERVMNKSA-N,H02AB02
51896,C[C@@H]1CC2C3CCC4=CC(=O)C=CC4(C)[C@]3(F)[C@@H](O)CC2(C)[C@]1(O)C(=O)CO,dexamethasone,BRD-A69951442,UREBDLICKHMUKA-HIERVMNKSA-N,S01BA01
51897,C[C@@H]1CC2C3CCC4=CC(=O)C=CC4(C)[C@]3(F)[C@@H](O)CC2(C)[C@]1(O)C(=O)CO,dexamethasone,BRD-A69951442,UREBDLICKHMUKA-HIERVMNKSA-N,D10AA03
51898,C[C@@H]1CC2C3CCC4=CC(=O)C=CC4(C)[C@]3(F)[C@@H](O)CC2(C)[C@]1(O)C(=O)CO,dexamethasone,BRD-A69951442,UREBDLICKHMUKA-HIERVMNKSA-N,S03BA01
51899,C[C@@H]1CC2C3CCC4=CC(=O)C=CC4(C)[C@]3(F)[C@@H](O)CC2(C)[C@]1(O)C(=O)CO,dexamethasone,BRD-A69951442,UREBDLICKHMUKA-HIERVMNKSA-N,D07XB05
51900,C[C@@H]1CC2C3CCC4=CC(=O)C=CC4(C)[C@]3(F)[C@@H](O)CC2(C)[C@]1(O)C(=O)CO,dexamethasone,BRD-A69951442,UREBDLICKHMUKA-HIERVMNKSA-N,S02BA06
51901,C[C@@H]1CC2C3CCC4=CC(=O)C=CC4(C)[C@]3(F)[C@@H](O)CC2(C)[C@]1(O)C(=O)CO,dexamethasone,BRD-A69951442,UREBDLICKHMUKA-HIERVMNKSA-N,S01CB01
51902,C[C@@H]1CC2C3CCC4=CC(=O)C=CC4(C)[C@]3(F)[C@@H](O)CC2(C)[C@]1(O)C(=O)CO,dexamethasone,BRD-A69951442,UREBDLICKHMUKA-HIERVMNKSA-N,R01AD03
51903,C[C@@H]1CC2C3CCC4=CC(=O)C=CC4(C)[C@]3(F)[C@@H](O)CC2(C)[C@]1(O)C(=O)CO,dexamethasone,BRD-A69951442,UREBDLICKHMUKA-HIERVMNKSA-N,A01AC02
51904,CC(C)CC1N2C(=O)C(NC(=O)C3CN(C)C4CC5C(BR)[NH]C6CCCC(C4=C3)C56)(OC2(O)C7CCCN7C1=O)C(C)C,bromocriptine,BRD-A69960130,OZVBMTJYIDMWIL-UHFFFAOYSA-N,G02CB01
51905,CC(C)CC1N2C(=O)C(NC(=O)C3CN(C)C4CC5C(BR)[NH]C6CCCC(C4=C3)C56)(OC2(O)C7CCCN7C1=O)C(C)C,bromocriptine,BRD-A69960130,OZVBMTJYIDMWIL-UHFFFAOYSA-N,N04BC01
51906,CC(O)CN1C(C)NCC1[N+]([O-])=O,secnidazole,BRD-A70083328,KPQZUUQMTUIKBP-UHFFFAOYSA-N,P01AB07
51907,CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C12,lovastatin,BRD-A70155556,QLJODMDSTUBWDW-UHFFFAOYSA-N,C10AA02
51908,CCCC1C(=O)N2N(C1=O)C1CC(C)CCC1N=C2N(C)C,azapropazone,BRD-A70182876,MPHPHYZQRGLTBO-UHFFFAOYSA-N,M01AX04
51909,OC1CCC2C[C@H]3N(CC=C)CC[C@]4(C5OC1C24)[C@@]3(O)CCC5=O,naloxone,BRD-A70461345,UZHSEJADLWPNLE-OGLQFSJHSA-N,V03AB15
51910,OC1CCC2C[C@H]3N(CC=C)CC[C@]4(C5OC1C24)[C@@]3(O)CCC5=O,naloxone,BRD-A70461345,UZHSEJADLWPNLE-OGLQFSJHSA-N,A06AH04
51911,CCCNC(C)C(=O)NC1C(C)CSC1C(=O)OC,articaine,BRD-A70514680,QTGIAADRBBLJGA-UHFFFAOYSA-N,N01BB08
51912,CLC1CCC(CSC(CN2CCNC2)C2CCC(CL)CC2CL)CC1,sulconazole,BRD-A70649075,AFNXATANNDIXLG-UHFFFAOYSA-N,D01AC09
51913,CC(NCCC(C1CCCCC1)C1CCCCC1)C1CCCCC1,fendiline,BRD-A71033472,NMKSAYKQLCHXDK-UHFFFAOYSA-N,C08EA01
51914,CC1OC(CC(N)C1O)O[C@H]1C[C@@](O)(CC2C(O)C3C(=O)C4CCCCC4C(=O)C3C(O)C12)C(C)=O,idarubicin,BRD-A71390734,XDXDZDZNSLXDNA-YMYDAGKFSA-N,L01DB06
51915,COC1CC(O[C@H]2CC[C@]3(C=O)C4CC[C@]5(C)C(CC[C@]5(O)C4CC[C@]3(O)C2)C6=CC(=O)OC6)OC(C)C1O,cymarin,BRD-A71459254,XQCGNURMLWFQJR-LZLVDNNYSA-N,C01AC03
51916,CCC(C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(O)=O)C12,pravastatin,BRD-A71816415,TUZYXOIXSAXUGO-XYLZAPOUSA-N,C10AA03
51917,COCC(=O)NC1C(I)C(C(=O)NCC(O)CO)C(I)C(C(=O)N(C)CC(O)CO)C1I,iopromide,BRD-A72075775,DGAIEPBNLOQYER-UHFFFAOYSA-N,V08AB05
51918,CN(C)[C@H]1[C@@H]2C[C@H]3[C@H](O)C4C(CL)CCC(O)C4C(=O)C3C(=O)[C@]2(O)C(=O)C(C(N)=O)C1=O,demeclocycline,BRD-A72130500,JHOHXJYRVSLQCB-PPPLZNJBSA-N,J01AA01
51919,CN(C)[C@H]1[C@@H]2C[C@H]3[C@H](O)C4C(CL)CCC(O)C4C(=O)C3C(=O)[C@]2(O)C(=O)C(C(N)=O)C1=O,demeclocycline,BRD-A72130500,JHOHXJYRVSLQCB-PPPLZNJBSA-N,D06AA01
51920,CC(C)(C)C(O)/C=C/C1CCC2OCOC2C1,stiripentol,BRD-A72441487,IBLNKMRFIPWSOY-FNORWQNLSA-N,N03AX17
51921,CC(C)(C(O)=O)C1CCC(CC1)C(O)CCCN1CCC(CC1)C(O)(C1CCCCC1)C1CCCCC1,fexofenadine,BRD-A73368467,RWTNPBWLLIMQHL-UHFFFAOYSA-N,R06AX26
51922,CC(CO)NC(=O)C1CN(C)C2CC3C[NH]C4CCCC(C2=C1)C34,ergometrine,BRD-A73581086,WVVSZNPYNCNODU-UHFFFAOYSA-N,G02AB03
51923,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,hydrocortisone,BRD-A73635141,JYGXADMDTFJGBT-UHFFFAOYSA-N,H02AB09
51924,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,hydrocortisone,BRD-A73635141,JYGXADMDTFJGBT-UHFFFAOYSA-N,S02BA01
51925,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,hydrocortisone,BRD-A73635141,JYGXADMDTFJGBT-UHFFFAOYSA-N,D07AA02
51926,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,hydrocortisone,BRD-A73635141,JYGXADMDTFJGBT-UHFFFAOYSA-N,C05AA01
51927,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,hydrocortisone,BRD-A73635141,JYGXADMDTFJGBT-UHFFFAOYSA-N,S01CB03
51928,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,hydrocortisone,BRD-A73635141,JYGXADMDTFJGBT-UHFFFAOYSA-N,A07EA02
51929,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,hydrocortisone,BRD-A73635141,JYGXADMDTFJGBT-UHFFFAOYSA-N,A01AC03
51930,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,hydrocortisone,BRD-A73635141,JYGXADMDTFJGBT-UHFFFAOYSA-N,S01BA02
51931,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,hydrocortisone,BRD-A73635141,JYGXADMDTFJGBT-UHFFFAOYSA-N,D07XA01
51932,C[C@]12CCC3C(CC(=C)C4=CC(=O)C=C[C@]34C)C1CCC2=O,exemestane,BRD-A73741725,BFYIZQONLCFLEV-VQIOPMHJSA-N,L02BG06
51933,CC(C)C1NC(=O)C(NC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C2CCCN2C1=O)C(C)OC(=O)C1CCC(C)C2OC3C(C)C(=O)C(N)C(C(=O)OC(C)C4NC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C5CCCN5C(=O)C(NC4=O)C(C)C)C3NC12,dactinomycin,BRD-A73909368,QKRYGAZNLBVXHK-UHFFFAOYSA-N,L01DA01
51934,CC(COC1CCCCC1)NC(C)C(O)C2CCC(O)CC2,isoxsuprine,BRD-A74269027,BMUKKTUHUDJSNZ-UHFFFAOYSA-N,C04AA01
51935,CCC(CO)NCCNC(CC)CO,ethambutol,BRD-A74500471,AEUTYOVWOVBAKS-UHFFFAOYSA-N,J04AK02
51936,CCC1CCCC2C3CCOC(CC)(CC(O)=O)C3[NH]C12,etodolac,BRD-A74667430,NNYBQONXHNTVIJ-UHFFFAOYSA-N,M01AB08
51937,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(O)C3CCCCC3,homatropine,BRD-A74975734,ZTVIKZXZYLEVOL-MCOXGKPRSA-N,S01FA05
51938,COC1C(N2CCNC(C)C2)C(F)CC2C1N(CC(C(O)=O)C2=O)C1CC1,gatifloxacin,BRD-A74980173,XUBOMFCQGDBHNK-UHFFFAOYSA-N,J01MA16
51939,COC1C(N2CCNC(C)C2)C(F)CC2C1N(CC(C(O)=O)C2=O)C1CC1,gatifloxacin,BRD-A74980173,XUBOMFCQGDBHNK-UHFFFAOYSA-N,S01AE06
51940,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]1[C@@H](O)C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3CC[C@@]4(C)[C@H](CC[C@@H]5[C@@H]4C[C@@H](O)[C@]4(C)C(CC[C@]54O)C4=CC(=O)OC4)C3)O[C@@H]2C)O[C@@H]1C,digoxin,BRD-A75144621,LTMHDMANZUZIPE-YUICGFAKSA-N,C01AA05
51941,C[C@]12C[C@H](O)C3C(CCC4=CC(=O)CC[C@]34C)C1CC[C@]2(O)C(=O)CO,hydrocortisone,BRD-A75172220,JYGXADMDTFJGBT-YDAVOWJHSA-N,H02AB09
51942,C[C@]12C[C@H](O)C3C(CCC4=CC(=O)CC[C@]34C)C1CC[C@]2(O)C(=O)CO,hydrocortisone,BRD-A75172220,JYGXADMDTFJGBT-YDAVOWJHSA-N,S02BA01
51943,C[C@]12C[C@H](O)C3C(CCC4=CC(=O)CC[C@]34C)C1CC[C@]2(O)C(=O)CO,hydrocortisone,BRD-A75172220,JYGXADMDTFJGBT-YDAVOWJHSA-N,D07AA02
51944,C[C@]12C[C@H](O)C3C(CCC4=CC(=O)CC[C@]34C)C1CC[C@]2(O)C(=O)CO,hydrocortisone,BRD-A75172220,JYGXADMDTFJGBT-YDAVOWJHSA-N,C05AA01
51945,C[C@]12C[C@H](O)C3C(CCC4=CC(=O)CC[C@]34C)C1CC[C@]2(O)C(=O)CO,hydrocortisone,BRD-A75172220,JYGXADMDTFJGBT-YDAVOWJHSA-N,S01CB03
51946,C[C@]12C[C@H](O)C3C(CCC4=CC(=O)CC[C@]34C)C1CC[C@]2(O)C(=O)CO,hydrocortisone,BRD-A75172220,JYGXADMDTFJGBT-YDAVOWJHSA-N,A07EA02
51947,C[C@]12C[C@H](O)C3C(CCC4=CC(=O)CC[C@]34C)C1CC[C@]2(O)C(=O)CO,hydrocortisone,BRD-A75172220,JYGXADMDTFJGBT-YDAVOWJHSA-N,A01AC03
51948,C[C@]12C[C@H](O)C3C(CCC4=CC(=O)CC[C@]34C)C1CC[C@]2(O)C(=O)CO,hydrocortisone,BRD-A75172220,JYGXADMDTFJGBT-YDAVOWJHSA-N,S01BA02
51949,C[C@]12C[C@H](O)C3C(CCC4=CC(=O)CC[C@]34C)C1CC[C@]2(O)C(=O)CO,hydrocortisone,BRD-A75172220,JYGXADMDTFJGBT-YDAVOWJHSA-N,D07XA01
51950,CN(C)C1C2CC3C(O)C4C(CL)CCC(O)C4C(=O)C3C(=O)C2(O)C(=O)C(C(N)=O)C1=O,demeclocycline,BRD-A75368507,JHOHXJYRVSLQCB-UHFFFAOYSA-N,J01AA01
51951,CN(C)C1C2CC3C(O)C4C(CL)CCC(O)C4C(=O)C3C(=O)C2(O)C(=O)C(C(N)=O)C1=O,demeclocycline,BRD-A75368507,JHOHXJYRVSLQCB-UHFFFAOYSA-N,D06AA01
51952,CC(C)(C)NCC(O)C1CC(CL)C(N)C(CL)C1,clenbuterol,BRD-A75726477,STJMRWALKKWQGH-UHFFFAOYSA-N,R03AC14
51953,CC(C)(C)NCC(O)C1CC(CL)C(N)C(CL)C1,clenbuterol,BRD-A75726477,STJMRWALKKWQGH-UHFFFAOYSA-N,R03CC13
51954,CCN1CC(C(O)=O)C(=O)C2CC(F)C(N3CCNC(C)C3)C(F)C12,lomefloxacin,BRD-A75850590,ZEKZLJVOYLTDKK-UHFFFAOYSA-N,S01AE04
51955,CCN1CC(C(O)=O)C(=O)C2CC(F)C(N3CCNC(C)C3)C(F)C12,lomefloxacin,BRD-A75850590,ZEKZLJVOYLTDKK-UHFFFAOYSA-N,J01MA07
51956,COC1CCC(CC2C3CC(OC)C(OC)CC3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCC3CC(OC)C(OC)CC3C2CC2CCC(OC)C(OC)C2)CC1OC,atracurium,BRD-A75935363,YXSLJKQTIDHPOT-UHFFFAOYSA-N,M03AC04
51957,CC(=O)N1CCN(CC1)C2CCC(OCC3COC(CN4CCNC4)(O3)C5CCC(CL)CC5CL)CC2,ketoconazole,BRD-A76019558,XMAYWYJOQHXEEK-UHFFFAOYSA-N,J02AB02
51958,CC(=O)N1CCN(CC1)C2CCC(OCC3COC(CN4CCNC4)(O3)C5CCC(CL)CC5CL)CC2,ketoconazole,BRD-A76019558,XMAYWYJOQHXEEK-UHFFFAOYSA-N,G01AF11
51959,CC(=O)N1CCN(CC1)C2CCC(OCC3COC(CN4CCNC4)(O3)C5CCC(CL)CC5CL)CC2,ketoconazole,BRD-A76019558,XMAYWYJOQHXEEK-UHFFFAOYSA-N,D01AC08
51960,CN(C)[C@H]1[C@@H]2C[C@@H]3C(C(=O)C4C(O)CCCC4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)C(C(=O)NCNC(CCCCN)C(O)=O)C1=O,lymecycline,BRD-A76229785,BAMTVATUENLIOP-CQVMTHIRSA-N,J01AA04
51961,CCC1(O)CC2CN(C1)CCC3C([NH]C4CCCCC34)C(C2)(C(=O)OC)C5CC6C(CC5OC)N(C=O)C7C86CCN9CC=CC(CC)(C98)C(C(=O)OC)C7(O)C(=O)OC,vincristine,BRD-A76528577,KUSGVVPSWLLOSB-UHFFFAOYSA-N,L01CA02
51962,COC1CCCC2C(=O)C3C(O)C4CC(O)(CC(OC5CC(N)C(O)C(C)O5)C4C(O)C3C(=O)C12)C(=O)CO,doxorubicin,BRD-A76941896,AOJJSUZBOXZQNB-UHFFFAOYSA-N,L01DB01
51963,CN(C)CCOC(=O)C(C1CCCCC1)C1(O)CCCC1,cyclopentolate,BRD-A77291778,SKYSRIRYMSLOIN-UHFFFAOYSA-N,S01FA04
51964,N/N=C/1\N=NC=C2C=CC=CC12,hydralazine,BRD-A77722753,WPBPIIQLGGMJCS-FLIBITNWSA-N,C02DB02
51965,CC[C@H]1CN2CCC1C[C@H]2[C@H](O)C3CCNC4CCC(OC)CC34,hydroquinine,BRD-A78295502,LJOQGZACKSYWCH-OOXNXYBBSA-N,M09AA01
51966,CN1C2CC[C@@H]1C[C@H](C2)OC(=O)[C@H](CO)C1CCCCC1,hyoscyamine,BRD-A78303415,RKUNBYITZUJHSG-QGAIPKOMSA-N,A03BA03
51967,CC(CCC1CCC(O)CC1)NCCC1CCC(O)C(O)C1,dobutamine,BRD-A78322124,JRWZLRBJNMZMFE-UHFFFAOYSA-N,C01CA07
51968,CN1CCOC(C2CCCCC2)C2CCCCC2C1,nefopam,BRD-A78877355,RGPDEAGGEXEMMM-UHFFFAOYSA-N,N02BG06
51969,CC(CCCC(C)(C)O)C1CCC2C1(C)CCC\C2=C/C=C1/CC(O)CCC1=C,calcifediol,BRD-A78971512,JWUBBDSIWDLEOM-DWKIUPLPSA-N,A11CC06
51970,COC1CC(CC(OC)C1O)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](OC4OC5COC(C)OC5C(O)C4O)C6CC7OCOC7CC26,etoposide,BRD-A79067928,VJJPUSNTGOMMGY-SEMSPOPGSA-N,L01CB01
51971,CN1[C@H]2CC[C@@H]1CC(C2)OC(=O)C1C=NC2CCCCC12,tropisetron,BRD-A79226577,RIJFNUHYNBVLOZ-DOOHLRMFSA-N,A04AA03
51972,CCP(CC)(CC)=[AU]SC1CC(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,auranofin,BRD-A79465854,AUWWGVLGGQVJPJ-UHFFFAOYSA-M,M01CB03
51973,CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1O,testosterone,BRD-A79479878,MUMGGOZAMZWBJJ-UHFFFAOYSA-N,G03BA03
51974,CCN(CC1CCNCC1)C(=O)C(CO)C1CCCCC1,tropicamide,BRD-A79672927,BGDKAVGWHJFAGW-UHFFFAOYSA-N,S01FA06
51975,COC1CC(CC(C)C2CC(=O)C(C)\C=C(C)\C(O)C(OC)C(=O)C(C)CC(C)\C=C\C=C\C=C(C)\C(CC3CCC(C)C(O)(O3)C(=O)C(=O)N3CCCCC3C(=O)O2)OC)CCC1O,sirolimus,BRD-A79768653,QFJCIRLUMZQUOT-XWBLMERNSA-N,L04AA10
51976,COC1CC(CC(C)C2CC(=O)C(C)\C=C(C)\C(O)C(OC)C(=O)C(C)CC(C)\C=C\C=C\C=C(C)\C(CC3CCC(C)C(O)(O3)C(=O)C(=O)N3CCCCC3C(=O)O2)OC)CCC1O,sirolimus,BRD-A79768653,QFJCIRLUMZQUOT-XWBLMERNSA-N,S01XA23
51977,CC12CC3CC(C)(C1)CC(N)(C3)C2,memantine,BRD-A79803969,BUGYDGFZZOZRHP-UHFFFAOYSA-N,N06DX01
51978,FC1CN(C2CCCO2)C(=O)[NH]C1=O,tegafur,BRD-A79903587,WFWLQNSHRPWKFK-UHFFFAOYSA-N,L01BC03
51979,COC1CCC(OC)C(C1)C(O)CNC(=O)CN,midodrine,BRD-A79981887,PTKSEFOSCHHMPD-UHFFFAOYSA-N,C01CA17
51980,NS(=O)(=O)C1CC2C(NC(CC3CCCCC3)NS2(=O)=O)CC1C(F)(F)F,bendroflumethiazide,BRD-A80017228,HDWIHXWEUNVBIY-UHFFFAOYSA-N,C03AA01
51981,CC(C)CC1N2C(=O)[C@](NC(=O)C3CN(C)[C@@H]4CC5C(BR)[NH]C6CCCC(C4=C3)C56)(OC2(O)[C@@H]2CCCN2C1=O)C(C)C,bromocriptine,BRD-A80151636,OZVBMTJYIDMWIL-NXIPCUEUSA-N,G02CB01
51982,CC(C)CC1N2C(=O)[C@](NC(=O)C3CN(C)[C@@H]4CC5C(BR)[NH]C6CCCC(C4=C3)C56)(OC2(O)[C@@H]2CCCN2C1=O)C(C)C,bromocriptine,BRD-A80151636,OZVBMTJYIDMWIL-NXIPCUEUSA-N,N04BC01
51983,CC(=O)OC1CN2CC[C@H]1CC2,aceclidine,BRD-A80567352,WRJPSSPFHGNBMG-UHFFFAOYSA-N,S01EB08
51984,NC1=NC(=O)C(O1)C1CCCCC1,pemoline,BRD-A80793822,NRNCYVBFPDDJNE-UHFFFAOYSA-N,N06BA05
51985,CC1(C)S[C@H]2[C@H](NC(=O)C(C(O)=O)C3CCSC3)C(=O)N2[C@H]1C(O)=O,ticarcillin,BRD-A80869209,OHKOGUYZJXTSFX-CDLSRNGISA-N,J01CA13
51986,CLC1CCC(CC1)C(OCCN1CCCCC1)C1CCCCC1,cloperastine,BRD-A80908310,FLNXBVJLPJNOSI-UHFFFAOYSA-N,R05DB21
51987,NC(=O)C1NCN(C2OC(CO)C(O)C2O)C1N,acadesine,BRD-A81585303,RTRQQBHATOEIAF-UHFFFAOYSA-N,C01EB13
51988,CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C12,simvastatin,BRD-A81772229,RYMZZMVNJRMUDD-UHFFFAOYSA-N,C10AA01
51989,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(O1)C(=O)CO,budesonide,BRD-A82238138,VOVIALXJUBGFJZ-UHFFFAOYSA-N,R03BA02
51990,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(O1)C(=O)CO,budesonide,BRD-A82238138,VOVIALXJUBGFJZ-UHFFFAOYSA-N,A07EA06
51991,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(O1)C(=O)CO,budesonide,BRD-A82238138,VOVIALXJUBGFJZ-UHFFFAOYSA-N,D07AC09
51992,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(O1)C(=O)CO,budesonide,BRD-A82238138,VOVIALXJUBGFJZ-UHFFFAOYSA-N,R01AD05
51993,CC(C)C1C(C(=O)NC2CCCCC2)C(C(-C2CCC(F)CC2)N1CCC(O)CC(O)CC(O)=O)-C1CCCCC1,atorvastatin,BRD-A82307304,XUKUURHRXDUEBC-UHFFFAOYSA-N,C10AA05
51994,NC1NC(CL)NC2N(CNC12)C3OC(CO)C(O)C3F,clofarabine,BRD-A82371568,WDDPHFBMKLOVOX-UHFFFAOYSA-N,L01BB06
51995,CLC1CCC(COC(CN2CCNC2)C2CCC(CL)CC2CL)C(CL)C1,miconazole,BRD-A82396632,BYBLEWFAAKGYCD-UHFFFAOYSA-N,G01AF04
51996,CLC1CCC(COC(CN2CCNC2)C2CCC(CL)CC2CL)C(CL)C1,miconazole,BRD-A82396632,BYBLEWFAAKGYCD-UHFFFAOYSA-N,D01AC02
51997,CLC1CCC(COC(CN2CCNC2)C2CCC(CL)CC2CL)C(CL)C1,miconazole,BRD-A82396632,BYBLEWFAAKGYCD-UHFFFAOYSA-N,A07AC01
51998,CLC1CCC(COC(CN2CCNC2)C2CCC(CL)CC2CL)C(CL)C1,miconazole,BRD-A82396632,BYBLEWFAAKGYCD-UHFFFAOYSA-N,J02AB01
51999,CLC1CCC(COC(CN2CCNC2)C2CCC(CL)CC2CL)C(CL)C1,miconazole,BRD-A82396632,BYBLEWFAAKGYCD-UHFFFAOYSA-N,S02AA13
52000,CLC1CCC(COC(CN2CCNC2)C2CCC(CL)CC2CL)C(CL)C1,miconazole,BRD-A82396632,BYBLEWFAAKGYCD-UHFFFAOYSA-N,A01AB09
52001,CC(C)(C)NC(=O)[C@H]1CCC2C3CCC4NC(=O)C=C[C@]4(C)C3CC[C@]12C,finasteride,BRD-A83081521,DBEPLOCGEIEOCV-BYQKQGHSSA-N,G04CB01
52002,CC(C)(C)NC(=O)[C@H]1CCC2C3CCC4NC(=O)C=C[C@]4(C)C3CC[C@]12C,finasteride,BRD-A83081521,DBEPLOCGEIEOCV-BYQKQGHSSA-N,D11AX10
